sentence,difficulty,tokenized,wordnb,cognate,cognatenb,cognateratio,punctuation,token_nb,tokenratio
C'est un parc où les gens viennent se promener en famille et entre amis,B1,"['parc', 'viennent', 'promener', 'famille', 'ami']",15,"['parc', 'promener']",2,0.13333333333333333,0,5,0.3333333333333333
On le prenait pour un espion.,B1,"['prendre', 'espion']",6,"['prendre', 'espion']",2,0.3333333333333333,1,2,0.3333333333333333
Elle m'a donnée cette table dont elle n'avait plus besoin.,B1,"['donner', 'table', 'besoin']",12,['donner'],1,0.08333333333333333,1,3,0.25
"Ça oui, j'attends les vacances d'été avec impatience !",B1,"['oui', 'attend', 'vacance', 'impatience']",10,"['attend', 'vacance', 'impatience']",3,0.3,1,4,0.4
"Et ça touche toutes les générations et ça touche tous les métiers : on a des métiers dans la finance, on a des métiers des avocats, les médecins on n'arrête pas de faire des téléconférences et puis il y a tous les gens qui sont en télétravail",B1,"['touche', 'génération', 'touche', 'métier', 'métier', 'finance', 'métier', 'avocat', 'médecin', 'arrête', 'faire', 'téléconférence', 'télétravail']",47,"['touche', 'touche', 'faire']",3,0.06382978723404255,2,13,0.2765957446808511
La police a ordonné de ne pas poser de questions personnelles.,B1,"['police', 'ordonner', 'poser', 'question', 'personnel']",11,"['police', 'poser', 'question']",3,0.2727272727272727,1,5,0.45454545454545453
Il nous a indiqué qu'il avait fini son film hier et qu'il allait en commercer un nouveau dans deux semaines.,B1,"['indiquer', 'finir', 'film', 'hier', 'aller', 'commercer', 'semaine']",22,"['finir', 'aller']",2,0.09090909090909091,1,7,0.3181818181818182
Ils se sont fait des copains et sont heureux de vivre en France,B1,"['faire', 'copain', 'heureux', 'vivre', 'france']",13,"['faire', 'heureux', 'france']",3,0.23076923076923078,0,5,0.38461538461538464
Je vais tirer une balle dans chacun de tes membres si tu ne me donnes pas cette serviette.,B1,"['aller', 'tirer', 'balle', 'membre', 'donner', 'serviette']",18,"['aller', 'tirer', 'balle', 'donner', 'serviette']",5,0.2777777777777778,1,6,0.3333333333333333
"Malheureusement, il ne s'agit que de moyenne.",B1,"['malheureusement', 'agir', 'moyenne']",8,[],0,0.0,2,3,0.375
"Ce livre, tu me le conseilles ou tu me le déconseilles?",B1,"['livre', 'conseille', 'déconseilles']",11,[],0,0.0,2,3,0.2727272727272727
J'espère que tu vas bien et que tes vacances au ski se passent bien aussi,B1,"['espérer', 'taire', 'vacance', 'ski', 'passer']",16,"['taire', 'vacance', 'ski', 'passer']",4,0.25,0,5,0.3125
"Quand j'étais petit, ma mère, elle m'entendait chanter et elle me disait ""Jamais tu seras dans la musique, toi !""",B1,"['petit', 'mère', 'entendait', 'chanter', 'jamais', 'musique']",21,"['chanter', 'musique']",2,0.09523809523809523,5,6,0.2857142857142857
"À la sortie du Covid, tout était annulé, un peu compliqué, on a eu vraiment très peur et ben, c'est parti du jour au lendemain.",B1,"['sortie', 'covid', 'annuler', 'compliquer', 'vraiment', 'peur', 'ben', 'partir', 'jour', 'lendemain']",26,"['sortie', 'ben', 'partir', 'jour']",4,0.15384615384615385,5,10,0.38461538461538464
"Rien d'extraordinaire quand on vit au sud de l'Europe mais pas en Suède, pays qui n'a pas du tout cette culture de la sécheresse",B1,"['extraordinaire', 'voir', 'sud', 'europe', 'suède', 'pays', 'culture', 'sécheresse']",27,"['sud', 'europe']",2,0.07407407407407407,1,8,0.2962962962962963
"Et quoi de mieux que de se promener dans cette région qui est presque conçue pour ça sur le plan historique, c'est-à-dire que tous les 15 kilomètres, vous avez un point d'intérêt, un grand château, un paysage.",B1,"['mieux', 'promener', 'région', 'presque', 'concevoir', 'plan', 'historique', '15', 'kilomètre', 'point', 'intérêt', 'grand', 'château', 'paysage']",41,"['promener', 'plan', 'kilomètre', 'point', 'paysage']",5,0.12195121951219512,7,14,0.34146341463414637
"Évidemment, mes lunettes sont par terre, et moi, sans mes lunettes, je n'y vois rien, mais alors, rien du tout !",B1,"['évidemment', 'lunette', 'terre', 'lunette', 'voir']",21,"['lunette', 'lunette']",2,0.09523809523809523,6,5,0.23809523809523808
"Je te conseille vraiment la Brasserie du Métro qui est mon restaurant préféré, tu ne le regretteras pas si tu y vas",B1,"['conseille', 'vraiment', 'brasserie', 'métro', 'restaurant', 'préféré', 'regrettera']",22,"['brasserie', 'restaurant']",2,0.09090909090909091,1,7,0.3181818181818182
"Si tu pars en vacances avec nous, je serais ravie.",B1,"['partir', 'vacance', 'ravir']",10,"['partir', 'vacance', 'ravir']",3,0.3,2,3,0.3
Le maître et le chien doivent bien se connaître mais aussi et surtout bien se comprendre.,B1,"['maître', 'chien', 'devoir', 'connaître', 'comprendre']",16,[],0,0.0,1,5,0.3125
"Elle n'aime pas les reproches, elle est susceptible.",B1,"['aime', 'reproche', 'susceptible']",9,['aime'],1,0.1111111111111111,2,3,0.3333333333333333
"D'ailleurs, des voix s'élèvent pour dire qu'interdire ne sert à rien si l'on ne tente pas, en même temps, de renouer le dialogue entre les jeunes et le reste de la société.",B1,"['voix', 'élever', 'interdire', 'servir', 'temps', 'renouer', 'dialogue', 'jeune', 'société']",36,"['interdire', 'servir', 'dialogue']",3,0.08333333333333333,4,9,0.25
"Bien sûr, il ne s'agit pas de travailler mais bien de participer et les séjours sont aussi organisés de manière à se faire plaisir.",B1,"['sûr', 'agir', 'travailler', 'participer', 'séjour', 'organiser', 'manière', 'faire', 'plaisir']",25,"['participer', 'organiser', 'faire']",3,0.12,2,9,0.36
"À la fin du repas, il doit se battre avec un chien pour ramener à sa mère un os avec un peu de viande autour.",B1,"['fin', 'repas', 'devoir', 'battre', 'chien', 'ramener', 'mère', 'os', 'viande', 'autour']",25,"['fin', 'repas', 'viande']",3,0.12,2,10,0.4
Je suis fatiguée et préfère prendre le métro pour aller à l'Île de la Cité,B1,"['fatiguer', 'préfère', 'prendre', 'métro', 'aller', 'île', 'cité']",16,"['prendre', 'aller']",2,0.125,0,7,0.4375
"Demain, on prévoit de faire une promenade dans le quartier de la Petite France, il paraît que c'est le plus beau de Strasbourg",B1,"['demain', 'prévoir', 'faire', 'promenade', 'quartier', 'petit', 'france', 'paraître', 'strasbourg']",24,"['faire', 'promenade', 'france']",3,0.125,2,9,0.375
"Ici, tout est immense, il y a du monde partout, les gens sont pressés c'est impressionnant !",B1,"['ici', 'immense', 'monde', 'partout', 'presser', 'impressionnant']",17,"['ici', 'presser']",2,0.11764705882352941,3,6,0.35294117647058826
Le chien a besoin de rencontrer d'autres animaux.,B1,"['chien', 'besoin', 'rencontrer', 'animal']",9,['animal'],1,0.1111111111111111,1,4,0.4444444444444444
Avoir un chien est un vrai bonheur mais encore faut-il s'en occuper correctement.,B1,"['chien', 'vrai', 'bonheur', 'falloir', 'occuper', 'correctement']",15,"['falloir', 'occuper']",2,0.13333333333333333,2,6,0.4
As-tu prévu quelque chose ?,B1,"['prévoir', 'chose']",5,[],0,0.0,2,2,0.4
"Personne n'en a autant fait, depuis dix ans.",B1,"['autant', 'faire', 'an']",9,['faire'],1,0.1111111111111111,2,3,0.3333333333333333
"C'est vraiment génial d'être en ville et d'avoir les monuments, les musées et la plage au même endroit",B1,"['vraiment', 'génial', 'ville', 'monument', 'musée', 'plage', 'endroit']",21,"['monument', 'plage']",2,0.09523809523809523,1,7,0.3333333333333333
Je suis dentiste dans un nouveau cabinet depuis une semaine et j'aime mon travail,B1,"['dentiste', 'cabinet', 'semaine', 'aime', 'travail']",15,"['cabinet', 'aime', 'travail']",3,0.2,0,5,0.3333333333333333
"Je réponds toujours que ça n'a pas été difficile physiquement, mais que j'ai dû travailler sur l'image que donnait ce comique.",B1,"['répondre', 'difficile', 'physiquement', 'devoir', 'travailler', 'image', 'donner', 'comique']",24,"['image', 'donner', 'comique']",3,0.125,2,8,0.3333333333333333
"Oui, c'est une bonne idée, dit-elle et elle descendit de l'échafaudage.",B1,"['oui', 'bon', 'idée', 'descendre', 'échafaudage']",14,['descendre'],1,0.07142857142857142,4,5,0.35714285714285715
"Quand je me suis levé ce matin, j'avais un mal de ventre horrible.",B1,"['lever', 'matin', 'mal', 'ventre', 'horrible']",14,"['lever', 'matin', 'mal', 'ventre', 'horrible']",5,0.35714285714285715,2,5,0.35714285714285715
"On venait avec l'école chaque année, j'ai fait un stage de voile aussi un été.",B1,"['venir', 'école', 'année', 'faire', 'stage', 'voile']",17,"['venir', 'faire', 'voile']",3,0.17647058823529413,2,6,0.35294117647058826
"C'est pratique, je veux dire, le moment de convalescence, vous portez un masque, donc de toute façon en règle générale ça ne se voit pas",B1,"['pratique', 'vouloir', 'moment', 'convalescence', 'porter', 'masque', 'règle', 'général', 'voir']",26,"['vouloir', 'moment', 'convalescence', 'porter', 'masque']",5,0.19230769230769232,4,9,0.34615384615384615
Vous ne risquerez pas de vous ennuyer dans un lieu aussi animé,B1,"['risquer', 'ennuyer', 'lieu', 'animé']",12,[],0,0.0,0,4,0.3333333333333333
"Je trouve qu'une lecture comme ça aide beaucoup à apprendre à mieux prononcer, à connaître plus de vocabulaire et en plus c'est très amusant.",B1,"['trouve', 'lecture', 'aide', 'apprendre', 'mieux', 'prononcer', 'connaître', 'vocabulair', 'amusant']",26,[],0,0.0,2,9,0.34615384615384615
"Vous parlez de la loi en général, mais vous oubliez de préciser que ce texte n'est pas voté!",B1,"['loi', 'général', 'oublier', 'préciser', 'texte', 'voter']",19,"['loi', 'voter']",2,0.10526315789473684,1,6,0.3157894736842105
Tout se passe bien en France ?,B1,"['passer', 'france']",6,"['passer', 'france']",2,0.3333333333333333,1,2,0.3333333333333333
Voyager c'est bien mais voyager responsable c'est encore mieux !,B1,"['voyager', 'voyager', 'responsable', 'mieux']",11,"['voyager', 'voyager']",2,0.18181818181818182,0,4,0.36363636363636365
Il apprendra à ne pas courir après un ballon ou à ne pas avoir peur du klaxon des voitures.,B1,"['apprendre', 'courir', 'ballon', 'peur', 'klaxon', 'voiture']",19,"['ballon', 'klaxon']",2,0.10526315789473684,1,6,0.3157894736842105
C'était sa grande différence entre lui et moi.,B1,"['grand', 'différence']",9,[],0,0.0,1,2,0.2222222222222222
"Tous les jours, il traînait dans la rue sans rien faire.",B1,"['jour', 'traîner', 'rue', 'faire']",11,"['jour', 'faire']",2,0.18181818181818182,2,4,0.36363636363636365
lls la détestaient à cause de ce que sa mère avait fait.,B1,"['lls', 'détestaient', 'cause', 'mère', 'faire']",12,"['cause', 'faire']",2,0.16666666666666666,1,5,0.4166666666666667
C'est un endroit magnifique pour la baignade et l'escalade.,B1,"['endroit', 'magnifique', 'baignade', 'escalade']",11,"['magnifique', 'escalade']",2,0.18181818181818182,1,4,0.36363636363636365
"Je viens d'aller consulter un médecin, car je ne pouvais plus dormir.",B1,"['venir', 'aller', 'consulter', 'médecin', 'pouvoir', 'dormir']",13,"['venir', 'aller', 'consulter', 'dormir']",4,0.3076923076923077,2,6,0.46153846153846156
Pourquoi tu n'as pas acheté cette antiquité ?,B1,"['acheter', 'antiquité']",8,[],0,0.0,1,2,0.25
"Les enfants grands sont maudits par les dieux, c'est le vieux Zahor qui l'a dit.",B1,"['enfant', 'grand', 'maudire', 'dieu', 'vieux', 'zahor']",17,"['enfant', 'maudire', 'dieu']",3,0.17647058823529413,2,6,0.35294117647058826
Il y avait une fois une grande forêt.,B1,"['fois', 'grand', 'forêt']",8,[],0,0.0,1,3,0.375
"Mais, l'hiver prochain, si elle n'a pas de rhume, elle fera du ski.",B1,"['hiver', 'prochain', 'rhume', 'faire', 'ski']",15,"['faire', 'ski']",2,0.13333333333333333,4,5,0.3333333333333333
"Dans le désert, tous les hommes n'ont pas la peau noire.",B1,"['désert', 'homme', 'peau', 'noir']",12,['homme'],1,0.08333333333333333,2,4,0.3333333333333333
Je vous demanderai de tout lui montrer et de le seconder cette semaine.,B1,"['demander', 'montrer', 'seconder', 'semaine']",13,"['demander', 'seconder']",2,0.15384615384615385,1,4,0.3076923076923077
"Quand il y a un grand soleil sur la carte, il fera chaud sur la région",B1,"['grand', 'soleil', 'carte', 'faire', 'chaud', 'région']",16,"['soleil', 'faire']",2,0.125,1,6,0.375
"C'était presque la première fois, parce qu'elle ne sourit pas très souvent.",B1,"['presque', 'fois', 'sourit']",14,[],0,0.0,2,3,0.21428571428571427
Je crois que le contrat va être signé et que nous pourrons commencer à travailler avec lui très vite,B1,"['croire', 'contrat', 'aller', 'signer', 'pouvoir', 'commencer', 'travailler', 'vite']",19,"['croire', 'aller', 'signer', 'vite']",4,0.21052631578947367,0,8,0.42105263157894735
"À mon avis, il faut s'entraîner et se préparer aussi bien que possible pour les épreuves de toutes sortes.",B1,"['avis', 'falloir', 'entraîner', 'préparer', 'épreuve', 'sorte']",20,"['avis', 'falloir']",2,0.1,2,6,0.3
"Elle a toujours ses affaires, ce n'est pas le genre de fille à demander sans cesse un taille-crayon, une feuille double, comme certains que je connais.",B1,"['affaire', 'genre', 'fille', 'demander', 'cesse', 'taille-crayon', 'feuille', 'double', 'connaître']",28,"['demander', 'cesse', 'double']",3,0.10714285714285714,5,9,0.32142857142857145
Il y a des marchands de poissons et c'est le départ de nombreux bateaux,B1,"['marchand', 'poisson', 'départ', 'bateau']",15,['marchand'],1,0.06666666666666667,0,4,0.26666666666666666
J'aimerais que tu fermes la fenêtre avant de partir.,B1,"['aimer', 'ferme', 'fenêtre', 'partir']",10,"['aimer', 'partir']",2,0.2,1,4,0.4
Félix n'arrête pas de manger des bredele (des biscuits spéciaux d'ici). C'est vrai qu'ils sont très bons mais j'ai peur qu'il tombe malade.,B1,"['félix', 'arrête', 'manger', 'bredele', 'biscuit', 'spécial', 'ici', 'vrai', 'bon', 'peur', 'tombe', 'malade']",29,"['manger', 'biscuit', 'ici']",3,0.10344827586206896,2,12,0.41379310344827586
"Lorsqu'il y a un éclair avec des nuages et de la pluie, il risque d'y avoir de la foudre et du tonnerre",B1,"['éclair', 'nuage', 'pluie', 'risque', 'foudre', 'tonnerre']",24,"['nuage', 'foudre', 'tonnerre']",3,0.125,1,6,0.25
"En me levant ce matin, j'avais très mal à la tête.",B1,"['lever', 'matin', 'mal', 'tête']",12,"['lever', 'matin', 'mal']",3,0.25,2,4,0.3333333333333333
"Mais cette année, nous ne savons pas si nous pourrons y aller.",B1,"['année', 'savoir', 'pouvoir', 'aller']",12,"['savoir', 'aller']",2,0.16666666666666666,2,4,0.3333333333333333
tu n'es pas trop adroit !,B1,['adroit'],6,['adroit'],1,0.16666666666666666,0,1,0.16666666666666666
Et puis après quelques jours tout était plus facile.,B1,"['jour', 'facile']",9,['jour'],1,0.1111111111111111,1,2,0.2222222222222222
Je tombe sur une dame aimable qui a l'air au courant de mon affaire.,B1,"['tombe', 'dame', 'aimable', 'air', 'courir', 'affaire']",15,"['aimable', 'air']",2,0.13333333333333333,1,6,0.4
"En plus, comme il faisait très beau on mangeait toujours dans le jardin avec des amis ou des voisins, j'ai beaucoup parlé, tu sais !",B1,"['faire', 'manger', 'jardin', 'ami', 'voisin', 'savoir']",25,"['faire', 'manger', 'savoir']",3,0.12,3,6,0.24
"Elle s'est cassé les deux jambes, elle a beaucoup souffert.",B1,"['casser', 'jambe', 'souffrir']",11,['casser'],1,0.09090909090909091,2,3,0.2727272727272727
"Si vous en avez la possibilité, ne laissez pas votre chien longtemps dans la voiture sans surveillance.",B1,"['possibilité', 'laissez', 'chien', 'voiture', 'surveillance']",17,['laissez'],1,0.058823529411764705,2,5,0.29411764705882354
"C'est la commémoration, c'est-à-dire la fête anniversaire, de la fin de la Seconde Guerre mondiale",B1,"['commémoration', 'à-dir', 'fête', 'anniversaire', 'fin', 'second', 'guerre', 'mondial']",21,"['anniversaire', 'fin']",2,0.09523809523809523,4,8,0.38095238095238093
Il y a un nouveau médicament pour traiter les problèmes de coeur.,B1,"['médicament', 'traiter', 'problème', 'coeur']",12,"['problème', 'coeur']",2,0.16666666666666666,1,4,0.3333333333333333
"Après un trajet en bus, il est heureux de retrouver la mer",B1,"['trajet', 'bus', 'heureux', 'retrouver', 'mer']",12,"['bus', 'heureux', 'mer']",3,0.25,1,5,0.4166666666666667
Il est entré dans la mauvaise chambre et a surpris des inconnus.,B1,"['entrer', 'mauvais', 'chambre', 'surprendre', 'inconnu']",12,"['entrer', 'surprendre', 'inconnu']",3,0.25,1,5,0.4166666666666667
"Quand il y a des nuages avec de la neige qui tombe, c'est qu'il va neiger et qu'il peut y avoir du brouillard, des risques de congélation, de la glace et que la température sera très basse",B1,"['nuage', 'neige', 'tombe', 'aller', 'neiger', 'pouvoir', 'brouillard', 'risque', 'congélation', 'glace', 'température']",40,"['nuage', 'neige', 'aller', 'brouillard', 'glace']",5,0.125,3,11,0.275
"Ce n'est qu'en Irlande, là où vit ma famille, et au bout de quelques semaines, qu'il fait des phrases en anglais.",B1,"['irlande', 'voir', 'famille', 'bout', 'semaine', 'faire', 'phrase', 'anglais']",24,"['bout', 'faire', 'phrase']",3,0.125,4,8,0.3333333333333333
Quelle est la plus belle qualité de la femme d'Azaël ?,B1,"['quell', 'bel', 'qualité', 'femme', 'azaël']",11,"['quell', 'bel']",2,0.18181818181818182,1,5,0.45454545454545453
"C'est le cadre idéal pour un dîner romantique, mais c'est aussi un endroit tranquille pour les repas d'affaires.",B1,"['cadre', 'idéal', 'dîner', 'romantique', 'endroit', 'tranquille', 'repas', 'affaire']",21,"['romantique', 'repas']",2,0.09523809523809523,2,8,0.38095238095238093
"Du moment qu'on a une démocratie, on doit écouter le peuple.",B1,"['moment', 'démocratie', 'devoir', 'écouter', 'peuple']",12,['moment'],1,0.08333333333333333,2,5,0.4166666666666667
"""C'est en représentant mon journal, à l'émission , à la radio, que j'ai rencontré le Monsieur, qui dirigeait alors la station.",B1,"['représenter', 'journal', 'émission', 'radio', 'rencontrer', 'monsieur', 'diriger', 'station']",23,"['radio', 'monsieur', 'station']",3,0.13043478260869565,6,8,0.34782608695652173
